image1,image2,label
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character29\1417_03.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character29\1417_04.png,1279
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character29\1417_04.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character29\1417_05.png,1279
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character29\1417_05.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character29\1417_06.png,1279
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character29\1417_06.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character29\1417_07.png,1279
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character29\1417_07.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character29\1417_08.png,1279
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character29\1417_08.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character29\1417_09.png,1279
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character29\1417_09.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character29\1417_10.png,1279
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character29\1417_10.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character29\1417_11.png,1279
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_01.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_02.png,1280
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_02.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_03.png,1280
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_03.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_04.png,1280
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_04.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_05.png,1280
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_05.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_06.png,1280
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_06.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_07.png,1280
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_07.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_08.png,1280
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_08.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_09.png,1280
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_09.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_10.png,1280
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_10.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character30\1418_11.png,1280
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_01.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_02.png,1281
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_02.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_03.png,1281
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_03.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_04.png,1281
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_04.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_05.png,1281
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_05.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_06.png,1281
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_06.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_07.png,1281
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_07.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_08.png,1281
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_08.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_09.png,1281
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_09.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_10.png,1281
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_10.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character31\1419_11.png,1281
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_01.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_02.png,1282
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_02.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_03.png,1282
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_03.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_04.png,1282
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_04.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_05.png,1282
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_05.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_06.png,1282
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_06.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_07.png,1282
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_07.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_08.png,1282
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_08.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_09.png,1282
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_09.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_10.png,1282
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_10.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character32\1420_11.png,1282
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_01.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_02.png,1283
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_02.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_03.png,1283
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_03.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_04.png,1283
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_04.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_05.png,1283
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_05.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_06.png,1283
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_06.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_07.png,1283
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_07.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_08.png,1283
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_08.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_09.png,1283
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_09.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_10.png,1283
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_10.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character33\1421_11.png,1283
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_01.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_02.png,1284
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_02.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_03.png,1284
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_03.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_04.png,1284
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_04.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_05.png,1284
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_05.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_06.png,1284
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_06.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_07.png,1284
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_07.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_08.png,1284
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_08.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_09.png,1284
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_09.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_10.png,1284
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_10.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character34\1422_11.png,1284
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_01.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_02.png,1285
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_02.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_03.png,1285
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_03.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_04.png,1285
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_04.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_05.png,1285
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_05.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_06.png,1285
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_06.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_07.png,1285
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_07.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_08.png,1285
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_08.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_09.png,1285
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_09.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_10.png,1285
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_10.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character35\1423_11.png,1285
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_01.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_02.png,1286
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_02.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_03.png,1286
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_03.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_04.png,1286
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_04.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_05.png,1286
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_05.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_06.png,1286
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_06.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_07.png,1286
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_07.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_08.png,1286
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_08.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_09.png,1286
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_09.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_10.png,1286
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_10.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character36\1424_11.png,1286
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_01.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_02.png,1287
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_02.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_03.png,1287
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_03.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_04.png,1287
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_04.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_05.png,1287
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_05.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_06.png,1287
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_06.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_07.png,1287
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_07.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_08.png,1287
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_08.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_09.png,1287
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_09.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_10.png,1287
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_10.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character37\1425_11.png,1287
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_01.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_02.png,1288
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_02.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_03.png,1288
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_03.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_04.png,1288
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_04.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_05.png,1288
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_05.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_06.png,1288
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_06.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_07.png,1288
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_07.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_08.png,1288
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_08.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_09.png,1288
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_09.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_10.png,1288
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_10.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character38\1426_11.png,1288
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_01.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_02.png,1289
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_02.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_03.png,1289
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_03.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_04.png,1289
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_04.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_05.png,1289
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_05.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_06.png,1289
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_06.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_07.png,1289
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_07.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_08.png,1289
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_08.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_09.png,1289
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_09.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_10.png,1289
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_10.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character39\1427_11.png,1289
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_01.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_02.png,1290
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_02.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_03.png,1290
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_03.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_04.png,1290
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_04.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_05.png,1290
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_05.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_06.png,1290
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_06.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_07.png,1290
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_07.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_08.png,1290
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_08.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_09.png,1290
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_09.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_10.png,1290
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_10.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character40\1428_11.png,1290
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_01.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_02.png,1291
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_02.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_03.png,1291
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_03.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_04.png,1291
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_04.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_05.png,1291
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_05.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_06.png,1291
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_06.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_07.png,1291
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_07.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_08.png,1291
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_08.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_09.png,1291
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_09.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_10.png,1291
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_10.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character41\1429_11.png,1291
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_01.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_02.png,1292
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_02.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_03.png,1292
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_03.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_04.png,1292
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_04.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_05.png,1292
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_05.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_06.png,1292
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_06.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_07.png,1292
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_07.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_08.png,1292
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_08.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_09.png,1292
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_09.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_10.png,1292
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_10.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character42\1430_11.png,1292
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_01.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_02.png,1293
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_02.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_03.png,1293
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_03.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_04.png,1293
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_04.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_05.png,1293
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_05.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_06.png,1293
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_06.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_07.png,1293
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_07.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_08.png,1293
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_08.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_09.png,1293
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_09.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_10.png,1293
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_10.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character43\1431_11.png,1293
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_01.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_02.png,1294
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_02.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_03.png,1294
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_03.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_04.png,1294
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_04.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_05.png,1294
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_05.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_06.png,1294
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_06.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_07.png,1294
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_07.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_08.png,1294
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_08.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_09.png,1294
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_09.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_10.png,1294
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_10.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character44\1432_11.png,1294
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_01.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_02.png,1295
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_02.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_03.png,1295
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_03.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_04.png,1295
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_04.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_05.png,1295
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_05.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_06.png,1295
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_06.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_07.png,1295
